training/actor/actor_loss,training/actor/adv,training/actor/bc_log_prob,training/actor/mse,training/actor/std,training/grad/max,training/grad/min,training/grad/norm,training/rep/critic_loss,training/rep/q_max,training/rep/q_mean,training/rep/q_min,training/rep/v_max,training/rep/v_mean,training/rep/v_min,training/rep/value_loss,training/value/avg_grad_est,training/value/avg_speed,training/value/boundary_loss,training/value/fk_loss,training/value/resistance,training/value/v_mean,training/value/value_loss,time/epoch_time,time/total_time,step
13.699471473693848,0.038168713450431824,-7.5027570724487305,0.037812117487192154,1.0,0.3850235342979431,-1.2546833753585815,43.16526794433594,0.8585559725761414,0.0,-2.2358784675598145,-4.199592590332031,-0.32796549797058105,-1.6673966646194458,-3.166330337524414,0.02707422710955143,0.6258774399757385,1.0,0.07631903141736984,0.07631903141736984,1.1898038387298584,-2.1971161365509033,0.2946132719516754,0.05903167176246643,59.03168058395386,1000
16.87019157409668,0.041148342192173004,-7.50922155380249,0.039428357034921646,1.0,2.0463762283325195,-2.0302088260650635,79.24256134033203,0.7931554317474365,0.0,-4.503318786621094,-8.667163848876953,0.13384968042373657,-3.938511610031128,-7.742579936981201,0.047694288194179535,0.7013337016105652,1.0,0.17285692691802979,0.17285692691802979,1.0903161764144897,-2.867863655090332,0.2876925468444824,0.025423364639282228,84.45505833625793,2000
17.654651641845703,0.053524911403656006,-7.4900383949279785,0.03463248535990715,1.0,7.609757423400879,-7.766861438751221,217.6846466064453,1.3484458923339844,0.0,-6.852319717407227,-13.270587921142578,0.16628539562225342,-6.340282440185547,-12.39300537109375,0.08381164073944092,0.7274540066719055,1.0,0.15832208096981049,0.15832208096981049,0.9514040946960449,-2.866652488708496,0.30474853515625,0.026402223348617554,110.85729026794434,3000
20.0004825592041,0.045508187264204025,-7.484138488769531,0.033157579600811005,1.0,0.7558366656303406,-0.7261866927146912,48.174560546875,0.6526512503623962,0.0,-9.141826629638672,-17.17119598388672,0.40245521068573,-8.614824295043945,-16.340198516845703,0.07650791853666306,0.7360497713088989,1.0,0.19115622341632843,0.19115622341632843,0.9134995341300964,-3.071782112121582,0.222907155752182,0.025723991632461547,136.5812907218933,4000
15.866169929504395,0.04496608301997185,-7.47556209564209,0.031013451516628265,1.0,5.035219669342041,-5.502898693084717,128.09945678710938,0.70945143699646,0.0,-10.556180953979492,-21.232250213623047,0.6073498129844666,-10.038595199584961,-20.467758178710938,0.07112210243940353,0.7412062883377075,1.0,0.17677393555641174,0.17677393555641174,0.7971681356430054,-2.835176944732666,0.21831980347633362,0.02562432050704956,162.20562410354614,5000
16.712543487548828,0.04774423688650131,-7.473613262176514,0.030526189133524895,1.0,2.6593480110168457,-2.3070449829101562,95.29788208007812,0.7506588101387024,0.0,-13.13829231262207,-25.076122283935547,0.9795337915420532,-12.703956604003906,-24.262510299682617,0.09152371436357498,0.7630872130393982,1.0,0.1762084811925888,0.1762084811925888,0.7121375203132629,-2.9926061630249023,0.2388744205236435,0.02953192949295044,191.73756289482117,6000
19.772979736328125,0.05155260115861893,-7.4563727378845215,0.02621615119278431,1.0,5.953601837158203,-6.957250118255615,173.21807861328125,0.95498126745224,2.0904011726379395,-13.70203685760498,-28.333580017089844,2.002870798110962,-13.328414916992188,-27.638580322265625,0.12549519538879395,0.7392258048057556,1.0,0.17503513395786285,0.17503513395786285,0.6134450435638428,-3.025228500366211,0.24095803499221802,0.024905966758728026,216.64353823661804,7000
17.78594398498535,0.0451829731464386,-7.453489303588867,0.025495203211903572,1.0,7.140997409820557,-6.0259809494018555,177.70213317871094,2.0456936359405518,2.9713613986968994,-15.350448608398438,-32.83556365966797,3.593963384628296,-14.94405460357666,-32.175498962402344,0.18818794190883636,0.7511805891990662,1.0,0.17065250873565674,0.17065250873565674,0.5842373371124268,-2.930285930633545,0.299085795879364,0.024264585494995116,240.90813302993774,8000
21.12949562072754,0.042708005756139755,-7.481022357940674,0.03237859159708023,1.0,20.893367767333984,-22.04254150390625,514.9347534179688,1.9751052856445312,2.52538800239563,-16.983585357666016,-35.960899353027344,3.6853654384613037,-16.52083969116211,-35.527496337890625,0.2636244595050812,0.7787643671035767,1.0,0.2122059166431427,0.2122059166431427,0.6433603763580322,-3.0915660858154297,0.23140612244606018,0.025589604377746582,266.49774646759033,9000
18.79812240600586,0.04910488426685333,-7.4577531814575195,0.02656126208603382,1.0,9.73476505279541,-8.979538917541504,240.84230041503906,1.2054396867752075,3.32413911819458,-17.48687171936035,-38.690040588378906,5.046875953674316,-17.03558921813965,-39.7237663269043,0.23511368036270142,0.7739548683166504,1.0,0.18717896938323975,0.18717896938323975,0.6109195351600647,-3.1551260948181152,0.20891523361206055,0.025007451534271242,291.50520730018616,10000
16.825958251953125,0.04673882573843002,-7.4529008865356445,0.02534811943769455,1.0,20.488967895507812,-19.409942626953125,474.3812561035156,2.1627278327941895,3.82814884185791,-18.04410171508789,-42.94411087036133,5.477863788604736,-17.686594009399414,-43.21284103393555,0.36266958713531494,0.7809228897094727,1.0,0.18990926444530487,0.18990926444530487,0.5134937763214111,-2.783301830291748,0.21671684086322784,0.02525177812576294,316.75699496269226,11000
16.115707397460938,0.03938713297247887,-7.4456000328063965,0.02352297492325306,1.0,12.055731773376465,-11.536384582519531,320.9075622558594,1.5810222625732422,5.726381301879883,-19.45783805847168,-45.24695587158203,6.622403144836426,-19.19517707824707,-47.12474060058594,0.384521484375,0.7538931965827942,1.0,0.18378961086273193,0.18378961086273193,0.5729255676269531,-3.0750322341918945,0.24106687307357788,0.02449116849899292,341.2481722831726,12000
22.02001953125,0.05513929948210716,-7.435417652130127,0.02097737230360508,1.0,10.988290786743164,-11.792704582214355,358.86260986328125,1.6505992412567139,6.599376201629639,-20.543994903564453,-49.49851989746094,5.901092529296875,-20.132274627685547,-47.28281021118164,0.3996496796607971,0.7984893918037415,1.0,0.1892491728067398,0.1892491728067398,0.5797364711761475,-3.178770065307617,0.5299862027168274,0.025431975841522216,366.68015480041504,13000
18.686195373535156,0.049215011298656464,-7.461143493652344,0.027408823370933533,1.0,50.24688720703125,-54.43635177612305,1087.20556640625,12.897272109985352,5.120602130889893,-21.286640167236328,-51.37093734741211,6.931028366088867,-21.06048011779785,-50.11125946044922,0.4287879765033722,0.8135749101638794,1.0,0.2021469622850418,0.2021469622850418,0.5682984590530396,-3.046505928039551,0.1961572766304016,0.02494791603088379,391.6280794143677,14000
18.89082908630371,0.04974346235394478,-7.454037666320801,0.025632446631789207,1.0,35.78763198852539,-33.25606155395508,559.5126953125,1.7948977947235107,5.557568550109863,-21.18915557861328,-52.4114875793457,6.536050319671631,-20.84125518798828,-52.147056579589844,0.31399187445640564,0.7910165190696716,1.0,0.1761222630739212,0.1761222630739212,0.6284719705581665,-3.1066436767578125,0.24700713157653809,0.024708874702453615,416.3369629383087,15000
15.549842834472656,0.05050257593393326,-7.420928955078125,0.017355192452669144,1.0,28.30949592590332,-26.584320068359375,552.4649658203125,1.6348905563354492,6.117430686950684,-21.694074630737305,-57.380218505859375,7.2724289894104,-21.303720474243164,-56.809139251708984,0.33766478300094604,0.8151178359985352,1.0,0.19748623669147491,0.19748623669147491,0.5099839568138123,-3.115065574645996,0.22589531540870667,0.024710066318511963,441.04703760147095,16000
19.437936782836914,0.05741322785615921,-7.4347920417785645,0.020820964127779007,1.0,12.696272850036621,-13.564141273498535,370.70135498046875,1.789324164390564,6.710107803344727,-23.427669525146484,-57.83717727661133,8.082996368408203,-23.192096710205078,-57.80451202392578,0.3062469959259033,0.803043782711029,1.0,0.2031421959400177,0.2031421959400177,0.5754483938217163,-3.2466864585876465,0.24035033583641052,0.02470491313934326,465.75195932388306,17000
18.560531616210938,0.05454842373728752,-7.426804542541504,0.018824130296707153,1.0,48.3800163269043,-45.50803756713867,793.7548217773438,3.6646292209625244,6.327858924865723,-23.445083618164062,-61.02103042602539,7.735530376434326,-23.067157745361328,-60.50186538696289,0.6995604634284973,0.8092023730278015,1.0,0.1968616098165512,0.1968616098165512,0.5265183448791504,-3.1484217643737793,0.25335752964019775,0.024694242477416993,490.44621109962463,18000
19.470993041992188,0.05789705738425255,-7.4274749755859375,0.018991636112332344,1.0,20.365869522094727,-20.042078018188477,651.5962524414062,2.3010525703430176,5.591707706451416,-23.34703254699707,-62.194602966308594,7.4002366065979,-23.017927169799805,-63.06327819824219,0.5159696936607361,0.7913067936897278,1.0,0.18405619263648987,0.18405619263648987,0.528098464012146,-3.2081408500671387,0.22385334968566895,0.02466403079032898,515.1102509498596,19000
22.177175521850586,0.05764596164226532,-7.48197078704834,0.03261569142341614,1.0,34.79808807373047,-35.696128845214844,855.8250122070312,8.165406227111816,9.72491455078125,-22.591224670410156,-67.63992309570312,9.474966049194336,-22.26007652282715,-64.66230773925781,1.8391880989074707,0.8450039029121399,1.0,0.24832987785339355,0.24832987785339355,0.5038894414901733,-2.957528591156006,0.24554935097694397,0.02471247911453247,539.8227381706238,20000
16.759883880615234,0.055027350783348083,-7.429999828338623,0.019622933119535446,1.0,22.904613494873047,-23.45463752746582,457.50506591796875,1.978437066078186,4.873333930969238,-23.886764526367188,-67.07333374023438,5.820309638977051,-23.580900192260742,-67.05086517333984,0.40771275758743286,0.8027135729789734,1.0,0.2008737176656723,0.2008737176656723,0.5049252510070801,-3.1580514907836914,0.25833237171173096,0.024712702035903932,564.5354487895966,21000
17.769039154052734,0.053095780313014984,-7.437572479248047,0.021516181528568268,1.0,15.75665283203125,-18.399093627929688,550.7529296875,2.232731819152832,6.007848262786865,-23.703659057617188,-73.97728729248047,7.139716148376465,-23.44803237915039,-71.79234313964844,0.4421820044517517,0.8022713661193848,1.0,0.2092212289571762,0.2092212289571762,0.5402895212173462,-3.0517640113830566,0.2344682514667511,0.024702612161636352,589.2380700111389,22000
16.99578857421875,0.040744610130786896,-7.447544574737549,0.024009088054299355,1.0,21.708314895629883,-19.244579315185547,538.6361083984375,2.3269240856170654,6.502480983734131,-23.913394927978516,-74.86968994140625,7.524377822875977,-23.660926818847656,-74.15397644042969,0.7027478218078613,0.8435492515563965,1.0,0.217632457613945,0.217632457613945,0.5662792921066284,-2.8808696269989014,0.26283925771713257,0.024701215028762817,613.9392936229706,23000
18.753454208374023,0.04647393524646759,-7.433341979980469,0.020458590239286423,1.0,16.87795066833496,-18.23871612548828,504.9753112792969,3.2626161575317383,7.992044448852539,-23.273834228515625,-75.59065246582031,9.068992614746094,-22.941486358642578,-75.0953369140625,0.509894609451294,0.851247251033783,1.0,0.21730966866016388,0.21730966866016388,0.6411986351013184,-2.9461894035339355,0.2558531165122986,0.024687661170959472,638.6269676685333,24000
17.00118064880371,0.04610950127243996,-7.431479454040527,0.019992869347333908,1.0,101.13217163085938,-118.18771362304688,1802.3616943359375,4.8006439208984375,4.684532642364502,-24.96234130859375,-76.23422241210938,5.966634273529053,-24.765138626098633,-75.99554443359375,0.4536822438240051,0.8506743311882019,1.0,0.210188627243042,0.210188627243042,0.6142324805259705,-3.0257809162139893,0.2533111870288849,0.0246886191368103,663.3155958652496,25000
17.909122467041016,0.05569886416196823,-7.457777500152588,0.02656733989715576,1.0,15.102311134338379,-14.517982482910156,492.82794189453125,3.5110623836517334,11.743999481201172,-24.160133361816406,-78.8895492553711,13.350370407104492,-23.48073959350586,-78.67631530761719,0.9953020215034485,0.8410717844963074,1.0,0.2100244015455246,0.2100244015455246,0.5727617740631104,-3.0930514335632324,0.24421215057373047,0.024873507499694823,688.189112663269,26000
17.301464080810547,0.04851321876049042,-7.412566184997559,0.01526438258588314,1.0,14.009980201721191,-15.492840766906738,448.2273864746094,2.444999933242798,5.98664665222168,-24.56873893737793,-80.09011840820312,7.674022674560547,-24.265827178955078,-82.59112548828125,0.6617088913917542,0.7902012467384338,1.0,0.20353804528713226,0.20353804528713226,0.573764443397522,-3.152153730392456,0.2238740622997284,0.024621224641799926,712.810346364975,27000
17.79322052001953,0.04637420177459717,-7.435677528381348,0.021042287349700928,1.0,35.06190490722656,-41.84074401855469,813.7034301757812,3.5137362480163574,7.183738708496094,-24.318378448486328,-81.89550018310547,9.444765090942383,-24.000375747680664,-82.87653350830078,0.5545732975006104,0.8419979214668274,1.0,0.20076361298561096,0.20076361298561096,0.6158287525177002,-3.030742645263672,0.21936537325382233,0.02463038945198059,737.4407455921173,28000
21.36688232421875,0.05352729558944702,-7.449145317077637,0.02440924011170864,1.0,100.87957000732422,-103.23086547851562,2217.76025390625,6.222161293029785,6.474681377410889,-24.34857940673828,-84.93558502197266,7.882443428039551,-24.088272094726562,-84.98870849609375,0.9587651491165161,0.805738091468811,1.0,0.20640556514263153,0.20640556514263153,0.4766746163368225,-3.057143211364746,0.268893301486969,0.024627601623535156,762.0683569908142,29000
19.34349822998047,0.049793992191553116,-7.4375810623168945,0.02151814103126526,1.0,14.880002975463867,-15.494998931884766,761.6387329101562,3.471160411834717,7.440425872802734,-25.732223510742188,-89.94318389892578,7.867440223693848,-25.51654815673828,-87.82011413574219,0.7404153347015381,0.8149303793907166,1.0,0.19399140775203705,0.19399140775203705,0.5441840291023254,-3.185133457183838,0.286703884601593,0.0245935959815979,786.6619622707367,30000
16.878021240234375,0.034704841673374176,-7.43501091003418,0.020875748246908188,1.0,18.185558319091797,-16.235034942626953,507.12567138671875,1.6222069263458252,8.847944259643555,-25.800334930419922,-88.95037078857422,12.013237953186035,-25.508014678955078,-85.72852325439453,0.5426673293113708,0.7751253247261047,1.0,0.2023920863866806,0.2023920863866806,0.605698823928833,-3.1892271041870117,0.2453402727842331,0.02546272563934326,812.1246984004974,31000
17.396944046020508,0.04834769666194916,-7.425861835479736,0.018588414415717125,1.0,47.17364501953125,-44.067955017089844,1165.866455078125,3.2219414710998535,9.427924156188965,-27.340065002441406,-87.0668716430664,12.204273223876953,-26.993141174316406,-88.22085571289062,0.8830445408821106,0.8717392086982727,1.0,0.2302732914686203,0.2302732914686203,0.6847293376922607,-3.2666678428649902,0.20988942682743073,0.025376126527786255,837.5008475780487,32000
20.068880081176758,0.06054985895752907,-7.426883220672607,0.018843814730644226,1.0,27.859811782836914,-24.037439346313477,535.0740966796875,2.7831082344055176,7.054535865783691,-25.288822174072266,-92.05812072753906,9.49174690246582,-24.98595428466797,-92.8031234741211,0.43163126707077026,0.8073905110359192,1.0,0.19886241853237152,0.19886241853237152,0.7058523893356323,-3.0368268489837646,0.23341792821884155,0.025887718439102172,863.3885746002197,33000
19.590932846069336,0.06176222488284111,-7.425980567932129,0.018618144094944,1.0,21.969379425048828,-21.63519859313965,793.4014282226562,3.569589853286743,8.674126625061035,-24.93285369873047,-85.66886138916016,9.054935455322266,-24.72366714477539,-85.52410125732422,0.6102041602134705,0.8549831509590149,1.0,0.21696773171424866,0.21696773171424866,0.6627418994903564,-3.0474300384521484,0.20458564162254333,0.025801829814910887,889.190413236618,34000
20.390270233154297,0.05293511599302292,-7.420246124267578,0.01718454249203205,1.0,19.928979873657227,-17.481321334838867,375.08831787109375,1.7342432737350464,7.193215370178223,-24.01433563232422,-87.05841064453125,9.280929565429688,-23.723358154296875,-86.47537231445312,0.4358205497264862,0.8233926892280579,1.0,0.20185819268226624,0.20185819268226624,0.8218793869018555,-3.0950112342834473,0.24050885438919067,0.02462398147583008,913.8144061565399,35000
17.97696876525879,0.05251274257898331,-7.421815872192383,0.017576968297362328,1.0,9.065914154052734,-10.147716522216797,409.11187744140625,1.891268253326416,5.606115818023682,-27.142539978027344,-90.7984848022461,6.85343599319458,-26.937931060791016,-91.06678771972656,0.5495733618736267,0.8395973443984985,1.0,0.21749332547187805,0.21749332547187805,0.7468323111534119,-3.103999614715576,0.20778226852416992,0.02544838309288025,939.2627968788147,36000
18.779308319091797,0.05316954106092453,-7.428531646728516,0.019255846738815308,1.0,12.34615707397461,-13.846290588378906,434.468017578125,2.1951427459716797,8.054140090942383,-27.51396942138672,-97.58914947509766,9.118404388427734,-27.24665069580078,-97.42118835449219,0.4785839319229126,0.862360417842865,1.0,0.2267441600561142,0.2267441600561142,0.7415517568588257,-3.2353529930114746,0.23927414417266846,0.02530665922164917,964.5694649219513,37000
16.870811462402344,0.04900066927075386,-7.424696922302246,0.018297255039215088,1.0,16.3144474029541,-12.724726676940918,408.89495849609375,1.7557659149169922,5.392712116241455,-26.90177345275879,-98.53243255615234,7.16179895401001,-26.771129608154297,-98.65266418457031,0.3777481019496918,0.8677882552146912,1.0,0.21789152920246124,0.21789152920246124,0.7987648248672485,-3.053417682647705,0.24178774654865265,0.026544623613357545,991.1140978336334,38000
17.26369857788086,0.04700731113553047,-7.431486129760742,0.019994502887129784,1.0,25.58560562133789,-28.566007614135742,620.9664306640625,1.9535744190216064,9.511554718017578,-25.394699096679688,-91.95954132080078,9.653411865234375,-25.131061553955078,-91.67591857910156,0.6165385842323303,0.8379621505737305,1.0,0.2333528995513916,0.2333528995513916,0.5969957113265991,-2.937032699584961,0.21686628460884094,0.025693960428237916,1016.8080687522888,39000
17.118221282958984,0.05050720274448395,-7.4319257736206055,0.02010437846183777,1.0,75.4948501586914,-82.081787109375,1570.487060546875,5.125091552734375,9.214794158935547,-26.31926918029785,-96.79524993896484,10.74211597442627,-26.02397918701172,-93.05359649658203,0.88402259349823,0.8464765548706055,1.0,0.22672109305858612,0.22672109305858612,0.5881917476654053,-2.9394311904907227,0.25762176513671875,0.025970091342926025,1042.778168439865,40000
